name,Country,Species,Casecode,Period,Decade,Type,Full reference,Study area,Study period,Survey method,Language
Garrulus glandarius,DK,A342,DKA342,Reproduction,,Technical report,"13.	Joys, A.C. & Crick, H.Q.P. 2004. Breeding periods for bird species in England. – BTO Research Report No. 352. 46 s.",country,up to 2004,Research,English
Garrulus glandarius,DK,A342,DKA342,Reproduction,,Web-material,"29.	Robinson, R. 2005. ""BirdFacts: profiles of birds occurring in Britain & Ireland"" (On-line). Jay Garrulus glandarius [Linnaeus, 1758]. (Accessed September 2018)",country,2005,unknown,English
Pica pica,DK,A343,DKA343,Reproduction,,Publication: book,"1.	Birkhead, T.R. 1991. The Magpies. The ecology and behavior of Black-billed and Yellow-billed Magpies. A.D. Poyser; Academic Press. 270 s.",country,up to 1991,Research,English
Pica pica,DK,A343,DKA343,Reproduction,,Publication: article,"12.	Jerzak, L. 1995. Breeding ecology of an urban Magpie Pica pica population in Zierlona Góra (SW Poland). – Acta Ornithologica 29, s. 123-133.",part of a country,up to 1995,Research,English
Corvus corone,DK,A349,DKA349,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Anas acuta,DK,A054,DKA054,Reproduction,,Publication: article,"14.	Jørgensen, H.E. 2017. Yngleforekomsten af spidsand i Østdanmark 1970-2010. Dansk Ornitologisk Tidsskrift. 111: 59-65.",part of a country,1970-2010,Research,Danish
Anas acuta,DK,A054,DKA054,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Anas querquedula,DK,A055,DKA055,Reproduction,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Anas querquedula,DK,A055,DKA055,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Anas querquedula,DK,A055,DKA055,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Anas querquedula,DK,A055,DKA055,Reproduction,,Publication: article,"30.	Thorup, O., 1998. Ynglefuglene på Tipperne 1928-1992. Dansk Ornitologisk Forenings Tidsskrift 92, 1-192.",individual site,1928-1992,Long-term monitoring,Danish
Anas clypeata,DK,A056,DKA056,Reproduction,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Anas clypeata,DK,A056,DKA056,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Anas clypeata,DK,A056,DKA056,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Anas clypeata,DK,A056,DKA056,Reproduction,,Publication: article,"30.	Thorup, O., 1998. Ynglefuglene på Tipperne 1928-1992. Dansk Ornitologisk Forenings Tidsskrift 92, 1-192.",individual site,1928-1992,Long-term monitoring,Danish
Aythya ferina,DK,A059,DKA059,Reproduction,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Aythya ferina,DK,A059,DKA059,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Aythya ferina,DK,A059,DKA059,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Aythya fuligula,DK,A061,DKA061,Reproduction,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Aythya fuligula,DK,A061,DKA061,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Aythya fuligula,DK,A061,DKA061,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Aythya marila,DK,A062,DKA062,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Somateria mollissima,DK,A063,DKA063,Both,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Somateria mollissima,DK,A063,DKA063,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Somateria mollissima,DK,A063,DKA063,Both,,Publication: article,"19.	Lyngs, P. 1992. Ynglefuglene på Græsholmen 1925-90. Dansk Ornitologisk Tidsskrift. 86: 1-93.",individual site,1925-1990,Long-term monitoring,Danish
Melanitta nigra,DK,A065,DKA065,Migration,,Publication: article,"2.	Bräger, S., Meissner, J., Thiel, M. 1995. Temporal and spatial abundance of wintering Common Eider Somateria mollissima, Long-tailed Duck Clangula hyemalis, and Common Scoter Melanitta nigra in shallow water areas of the southwestern Baltic Sea. Ornis",country,up to 1995,Research,English
Melanitta nigra,DK,A065,DKA065,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Melanitta fusca,DK,A066,DKA066,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Bucephala clangula,DK,A067,DKA067,Both,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Bucephala clangula,DK,A067,DKA067,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Bucephala clangula,DK,A067,DKA067,Reproduction,,Web-material,27.	Pandion 2012. Hvinanden var ægflytter. https://pandion.dof.dk/artikel/hvinanden-var-%C3%A6gflytter.,individual site,2012,Citizen science,Danish
Mergus serrator,DK,A069,DKA069,Both,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Mergus serrator,DK,A069,DKA069,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Mergus serrator,DK,A069,DKA069,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Mergus merganser,DK,A070,DKA070,Reproduction,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Mergus merganser,DK,A070,DKA070,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Phasianus colchicus,DK,A115,DKA115,Reproduction,,Technical report,"5.	Clausager, I., Bertelsen, J.P. & Jeppesen, J.L. 1996. Territoriality, breeding ranges and relationship between the sexes in a Danish wild pheasant (Phasianus colchius) population. National Environmental Research Institute. 44. s.",individual site,1975-1983,Research,English
Perdix perdix,DK,A112,DKA112,Reproduction,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Perdix perdix,DK,A112,DKA112,Reproduction,,Technical report,"26.	Paludan, K. 1954. Agerhønens ynglesæson 1953. - Danske Vildtundersøgelser 3: 1-20.",part of a country,up to 1953,Research,Danish
Fulica atra,DK,A125,DKA125,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Haematopus ostralegus,DK,A130,DKA130,Reproduction,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Haematopus ostralegus,DK,A130,DKA130,Reproduction,,Publication: article,"30.	Thorup, O., 1998. Ynglefuglene på Tipperne 1928-1992. Dansk Ornitologisk Forenings Tidsskrift 92, 1-192.",individual site,1928-1992,Long-term monitoring,Danish
Pluvialis apricaria,DK,A140,DKA140,Migration,,Publication: article,"17.	Laursen, K. & Frikke, J. 2013. Rasende vandfugle i Vadehavet 1980-2010. Dansk Ornitologisk Forenings Tidsskrift 107, 1-184.",part of a country,1980-2010,Long-term monitoring,Danish
Pluvialis squatarola,DK,A141,DKA141,Migration,,Publication: article,"17.	Laursen, K. & Frikke, J. 2013. Rasende vandfugle i Vadehavet 1980-2010. Dansk Ornitologisk Forenings Tidsskrift 107, 1-184.",part of a country,1980-2010,Long-term monitoring,Danish
Pluvialis squatarola,DK,A141,DKA141,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Vanellus vanellus,DK,A142,DKA142,Reproduction,,Publication: article,"30.	Thorup, O., 1998. Ynglefuglene på Tipperne 1928-1992. Dansk Ornitologisk Forenings Tidsskrift 92, 1-192.",individual site,1928-1992,Long-term monitoring,Danish
Vanellus vanellus,DK,A142,DKA142,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Calidris canutus,DK,A143,DKA143,Migration,,Publication: article,"17.	Laursen, K. & Frikke, J. 2013. Rasende vandfugle i Vadehavet 1980-2010. Dansk Ornitologisk Forenings Tidsskrift 107, 1-184.",part of a country,1980-2010,Long-term monitoring,Danish
Calidris canutus,DK,A143,DKA143,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Perdix perdix,FR,A112,FRA112,Reproduction,,Publication: book,"Bro, E. (2016): La Perdrix grise : Biologie, écologie, gestion et conservation. Biotope, Mèze, 304 p.",country,before 2016,Synthesis,French
Perdix perdix,FR,A112,FRA112,Reproduction,,Publication: book,"Novoa, C. (2008): La perdix grise des Pyrénées. In: « Tout le gibier de France: répartition géographique, populations et tendances d’évolution à long terme »: 99–104. FNC & ONCFS (eds). Hachette pratique, Paris, 503 p.",part of a country,Before 2008,Synthesis,French
Perdix perdix,FR,A112,FRA112,Reproduction,,Publication: article,"Reitz, F., Bro, E., Mayot, P. & Migot, P. (1999): Influence de l'habitat et de la prédation sur la démographie des populations de perdrix grises. Bulletin Mensuel de l'O.N.C., 240 : 10-21.",part of a country,1995-1997,Radiotracking,French
Perdix perdix,FR,A112,FRA112,Reproduction,,Publication: article,"Reitz, F. (2009-2018): La situation des perdrix dans le centre-nord en 2008-2017. Bulletin d'information du réseau Perdrix-Faisan ONCFS-FNC-FDC, n°16-26.",part of a country,2008-2017,Covey survey,French
Coturnix coturnix,FR,A113,FRA113,Migration,,Technical report,"Roux, D., Eraud, C. & Boutin, J-M. (2014): Suivi de la population nicheuse de la Caille des blés en France. Synthèse des données 2014. Réseau national d'observation ""Oiseaux de passage"" ONCFS-FNC-FDC. Rapport intrne ONCFS. 29 p.",country,2014,Counts of calling males,French
Coturnix coturnix,FR,A113,FRA113,Migration,,Technical report,"Roux, D. (2015): Suivi de la population nicheuse de la Caille des blés en France. Synthèse des données 2015. Réseau national d'observation ""Oiseaux de passage"" ONCFS-FNC-FDC. Rapport interne ONCFS. 34 p.",country,2015,Counts of calling males,French
Lymnocryptes minimus,DK,A152,DKA152,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Gallinago gallinago,DK,A153,DKA153,Reproduction,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Gallinago gallinago,DK,A153,DKA153,Migration,,Technical report,"18.	Lausten, M. & Lyngs, P. 2004. Trækfugle på Christiansø 1976-2001. Christianøs Videnskabelige Feltstation.",individual site,1976-2001,Long-term monitoring,Danish
Scolopax rusticola,DK,A155,DKA155,Both,,Technical report,"18.	Lausten, M. & Lyngs, P. 2004. Trækfugle på Christiansø 1976-2001. Christianøs Videnskabelige Feltstation.",individual site,1976-2001,Long-term monitoring,Danish
Scolopax rusticola,DK,A155,DKA155,Reproduction,,Publication: article,"3.	Clausager, I. 1973. Skovsneppens Scolopax rusticola yngletid i Danmark. – Dansk Ornitologisk Forenings Tidskrift 67: 129-137.",country,up to 1973,Research,Danish
Scolopax rusticola,DK,A155,DKA155,Reproduction,,Publication: article,"4.	Clausager, I. 1974. Migration of Scandinavian Woodcock (Scolopax rusticola) with special refernce to Denmark. – Danish Review of Game Biology 8(8). 38 s.",country,1968-1972,Research,English
Limosa limosa,DK,A156,DKA156,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Anser fabalis fabalis,DK,A701,DKA701,Migration,,Web-material,DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Anser brachyrhynchus,DK,A040,DKA040,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Anser albifrons,DK,A041,DKA041,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Anser anser,DK,A043,DKA043,Both,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Anser anser,DK,A043,DKA043,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Anser anser,DK,A043,DKA043,Reproduction,,Publication: article,"15.	Kampp, K. & Preuss, N.O. 2005. The greylag goose of Utterslev Mose. A long-term population study of wild geese in an urban setting. – Dansk Ornitologisk Forenings Tidsskrift 99: 1-78.",individual site,1959-1994,Long-term monitoring,English
Anser anser,DK,A043,DKA043,Reproduction,,Publication: book,"23.	Ogilvie, M. 1978. Wild geese. T & AD Poyser, Berkhamsted",country,up to 1978,Review of data,English
Anser anser,DK,A043,DKA043,Reproduction,,Publication: article,"16.	Kjeldsen, J.P., 2008. Ynglefugle i Vejlerne. Dansk Ornitologisk Forenings Tidsskrift 102, 1-238.",individual site,1978-2003,Long-term monitoring,Danish
Branta canadensis,DK,A044,DKA044,Both,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Branta canadensis,DK,A044,DKA044,Reproduction,,Web-material,9.	DOF Atlas III. Dansk Ornitologisk Forenings fugleatlas 2014-2017: https://dofbasen.dk/atlas/,country,2014-2017,Citizen science data,Danish
Branta bernicla bernicla,DK,A675,DKA675,Migration,,Web-material,8.	DOFbasen. Elektronisk online database. Dansk Ornitologisk Forening. (http://www.dofbasen.dk/).,country,2010-2018,Citizen science data,Danish
Branta bernicla bernicla,DK,A675,DKA675,Migration,,Publication: article,"17.	Laursen, K. & Frikke, J. 2013. Rasende vandfugle i Vadehavet 1980-2010. Dansk Ornitologisk Forenings Tidsskrift 107, 1-184.",part of a country,1980-2010,Long-term monitoring,Danish
Branta bernicla hrota,DK,A674,DKA674,Migration,,Publication: article,"6.	Clausen, P. & Bustnes, J.O. 1998. Flyways of North Atlantic Light-Bellied Brent Geese Branta bernicla hrota Reassessed by Satellite Telemetry. - Norsk Polarinstitutt Skrifter 200: 227-243.",country,up to 1998,Research,English
Branta bernicla hrota,DK,A674,DKA674,Migration,,Publication: article,"7.	Clausen, K.K. & Clausen, P. 2013. Earlier Arctic springs cause phenological mismatch in long-distance migrants. - Oecologia 173: 1101-1112.",country,up to 2013,Research,English
